id,scale,size,word,algorithm,sampleNum,coor,distance,firstKeyDistance,lastKeyDistance
1,1x1,1,over,DTW,128,keyWidth,0.274601,0.549809,0.664279,
1,1x1,1,over,Standard,256,pixel,27.0166,31.669,38.2625,
1,1x1,1,over,Standard,256,keyWidth,0.469038,0.549809,0.664279,
1,1x1,1,over,DTW,256,pixel,15.698,31.669,38.2625,
1,1x1,1,over,DTW,256,keyWidth,0.272535,0.549809,0.664279,
1,1x1,1,the,Standard,16,pixel,24.4971,52.1228,19.8118,
1,1x1,1,the,Standard,16,keyWidth,0.425296,0.904911,0.343954,
1,1x1,1,the,DTW,16,pixel,22.6908,52.1228,19.8118,
1,1x1,1,the,DTW,16,keyWidth,0.393938,0.904911,0.343954,
1,1x1,1,the,Standard,32,pixel,24.0574,52.1228,19.8118,
1,1x1,1,the,Standard,32,keyWidth,0.417664,0.904911,0.343954,
1,1x1,1,the,DTW,32,pixel,21.3054,52.1228,19.8118,
1,1x1,1,the,DTW,32,keyWidth,0.369885,0.904911,0.343954,
1,1x1,1,the,Standard,64,pixel,23.8728,52.1228,19.8118,
1,1x1,1,the,Standard,64,keyWidth,0.414458,0.904911,0.343954,
1,1x1,1,the,DTW,64,pixel,19.8529,52.1228,19.8118,
1,1x1,1,the,DTW,64,keyWidth,0.344669,0.904911,0.343954,
1,1x1,1,the,Standard,128,pixel,23.7795,52.1228,19.8118,
1,1x1,1,the,Standard,128,keyWidth,0.412839,0.904911,0.343954,
1,1x1,1,the,DTW,128,pixel,19.7376,52.1228,19.8118,
1,1x1,1,the,DTW,128,keyWidth,0.342667,0.904911,0.343954,
1,1x1,1,the,Standard,256,pixel,23.7328,52.1228,19.8118,
1,1x1,1,the,Standard,256,keyWidth,0.412028,0.904911,0.343954,
1,1x1,1,the,DTW,256,pixel,19.5892,52.1228,19.8118,
1,1x1,1,the,DTW,256,keyWidth,0.340091,0.904911,0.343954,
1,1x1,1,lazy,Standard,16,pixel,53.165,63.4504,46.2114,
1,1x1,1,lazy,Standard,16,keyWidth,0.923004,1.10157,0.802282,
1,1x1,1,lazy,DTW,16,pixel,22.3743,63.4504,46.2114,
1,1x1,1,lazy,DTW,16,keyWidth,0.388443,1.10157,0.802282,
1,1x1,1,lazy,Standard,32,pixel,53.5729,63.4504,46.2114,
1,1x1,1,lazy,Standard,32,keyWidth,0.930086,1.10157,0.802282,
1,1x1,1,lazy,DTW,32,pixel,21.0146,63.4504,46.2114,
1,1x1,1,lazy,DTW,32,keyWidth,0.364837,1.10157,0.802282,
1,1x1,1,lazy,Standard,64,pixel,53.6152,63.4504,46.2114,
1,1x1,1,lazy,Standard,64,keyWidth,0.93082,1.10157,0.802282,
1,1x1,1,lazy,DTW,64,pixel,20.0674,63.4504,46.2114,
1,1x1,1,lazy,DTW,64,keyWidth,0.348392,1.10157,0.802282,
1,1x1,1,lazy,Standard,128,pixel,53.6124,63.4504,46.2114,
1,1x1,1,lazy,Standard,128,keyWidth,0.930771,1.10157,0.802282,
1,1x1,1,lazy,DTW,128,pixel,18.2137,63.4504,46.2114,
1,1x1,1,lazy,DTW,128,keyWidth,0.316211,1.10157,0.802282,
1,1x1,1,lazy,Standard,256,pixel,53.6118,63.4504,46.2114,
1,1x1,1,lazy,Standard,256,keyWidth,0.930761,1.10157,0.802282,
1,1x1,1,lazy,DTW,256,pixel,18.0505,63.4504,46.2114,
1,1x1,1,lazy,DTW,256,keyWidth,0.313376,1.10157,0.802282,
1,1x1,1,dog,Standard,16,pixel,36.8471,36.2442,35.5985,
1,1x1,1,dog,Standard,16,keyWidth,0.639707,0.629239,0.618029,
1,1x1,1,dog,DTW,16,pixel,20.5748,36.2442,35.5985,
1,1x1,1,dog,DTW,16,keyWidth,0.357201,0.629239,0.618029,
1,1x1,1,dog,Standard,32,pixel,36.8486,36.2442,35.5985,
1,1x1,1,dog,Standard,32,keyWidth,0.639733,0.629239,0.618029,
1,1x1,1,dog,DTW,32,pixel,16.8456,36.2442,35.5985,
1,1x1,1,dog,DTW,32,keyWidth,0.292459,0.629239,0.618029,
1,1x1,1,dog,Standard,64,pixel,36.8656,36.2442,35.5985,
1,1x1,1,dog,Standard,64,keyWidth,0.640028,0.629239,0.618029,
1,1x1,1,dog,DTW,64,pixel,15.5448,36.2442,35.5985,
1,1x1,1,dog,DTW,64,keyWidth,0.269875,0.629239,0.618029,
1,1x1,1,dog,Standard,128,pixel,36.8546,36.2442,35.5985,
1,1x1,1,dog,Standard,128,keyWidth,0.639837,0.629239,0.618029,
1,1x1,1,dog,DTW,128,pixel,14.9412,36.2442,35.5985,
1,1x1,1,dog,DTW,128,keyWidth,0.259396,0.629239,0.618029,
1,1x1,1,dog,Standard,256,pixel,36.8622,36.2442,35.5985,
1,1x1,1,dog,Standard,256,keyWidth,0.639968,0.629239,0.618029,
1,1x1,1,dog,DTW,256,pixel,14.764,36.2442,35.5985,
1,1x1,1,dog,DTW,256,keyWidth,0.256319,0.629239,0.618029,
1,1x1,1,you,Standard,16,pixel,13.6424,21.0459,19.225,
1,1x1,1,you,Standard,16,keyWidth,0.236848,0.36538,0.333767,
1,1x1,1,you,DTW,16,pixel,12.5063,21.0459,19.225,
1,1x1,1,you,DTW,16,keyWidth,0.217123,0.36538,0.333767,
1,1x1,1,you,Standard,32,pixel,13.3556,21.0459,19.225,
1,1x1,1,you,Standard,32,keyWidth,0.231868,0.36538,0.333767,
1,1x1,1,you,DTW,32,pixel,10.1061,21.0459,19.225,
1,1x1,1,you,DTW,32,keyWidth,0.175453,0.36538,0.333767,
1,1x1,1,you,Standard,64,pixel,13.1881,21.0459,19.225,
1,1x1,1,you,Standard,64,keyWidth,0.228959,0.36538,0.333767,
1,1x1,1,you,DTW,64,pixel,8.96629,21.0459,19.225,
1,1x1,1,you,DTW,64,keyWidth,0.155665,0.36538,0.333767,
1,1x1,1,you,Standard,128,pixel,13.1258,21.0459,19.225,
1,1x1,1,you,Standard,128,keyWidth,0.227878,0.36538,0.333767,
1,1x1,1,you,DTW,128,pixel,8.68354,21.0459,19.225,
1,1x1,1,you,DTW,128,keyWidth,0.150756,0.36538,0.333767,
1,1x1,1,you,Standard,256,pixel,13.0964,21.0459,19.225,
1,1x1,1,you,Standard,256,keyWidth,0.227367,0.36538,0.333767,
1,1x1,1,you,DTW,256,pixel,8.55961,21.0459,19.225,
1,1x1,1,you,DTW,256,keyWidth,0.148604,0.36538,0.333767,
1,1x1,1,must,Standard,16,pixel,33.5379,52.8085,11.375,
1,1x1,1,must,Standard,16,keyWidth,0.582255,0.916814,0.197483,
1,1x1,1,must,DTW,16,pixel,20.128,52.8085,11.375,
1,1x1,1,must,DTW,16,keyWidth,0.349445,0.916814,0.197483,
1,1x1,1,must,Standard,32,pixel,33.2369,52.8085,11.375,
1,1x1,1,must,Standard,32,keyWidth,0.577029,0.916814,0.197483,
1,1x1,1,must,DTW,32,pixel,18.0566,52.8085,11.375,
1,1x1,1,must,DTW,32,keyWidth,0.313482,0.916814,0.197483,
1,1x1,1,must,Standard,64,pixel,33.2315,52.8085,11.375,
1,1x1,1,must,Standard,64,keyWidth,0.576936,0.916814,0.197483,
1,1x1,1,must,DTW,64,pixel,16.9631,52.8085,11.375,
1,1x1,1,must,DTW,64,keyWidth,0.294499,0.916814,0.197483,
1,1x1,1,must,Standard,128,pixel,33.2194,52.8085,11.375,
1,1x1,1,must,Standard,128,keyWidth,0.576727,0.916814,0.197483,
1,1x1,1,must,DTW,128,pixel,16.3828,52.8085,11.375,
1,1x1,1,must,DTW,128,keyWidth,0.284424,0.916814,0.197483,
1,1x1,1,must,Standard,256,pixel,33.2285,52.8085,11.375,
1,1x1,1,must,Standard,256,keyWidth,0.576883,0.916814,0.197483,
1,1x1,1,must,DTW,256,pixel,16.2734,52.8085,11.375,
1,1x1,1,must,DTW,256,keyWidth,0.282525,0.916814,0.197483,
1,1x1,1,be,Standard,16,pixel,9.788,1.82114,13.3425,
1,1x1,1,be,Standard,16,keyWidth,0.169931,0.031617,0.231641,
1,1x1,1,be,DTW,16,pixel,8.80051,1.82114,13.3425,
1,1x1,1,be,DTW,16,keyWidth,0.152787,0.031617,0.231641,
1,1x1,1,be,Standard,32,pixel,9.84669,1.82114,13.3425,
1,1x1,1,be,Standard,32,keyWidth,0.17095,0.031617,0.231641,
1,1x1,1,be,DTW,32,pixel,7.48482,1.82114,13.3425,
1,1x1,1,be,DTW,32,keyWidth,0.129945,0.031617,0.231641,
1,1x1,1,be,Standard,64,pixel,9.87716,1.82114,13.3425,
1,1x1,1,be,Standard,64,keyWidth,0.171478,0.031617,0.231641,
1,1x1,1,be,DTW,64,pixel,7.03114,1.82114,13.3425,
1,1x1,1,be,DTW,64,keyWidth,0.122068,0.031617,0.231641,
1,1x1,1,be,Standard,128,pixel,9.89377,1.82114,13.3425,
1,1x1,1,be,Standard,128,keyWidth,0.171767,0.031617,0.231641,
1,1x1,1,be,DTW,128,pixel,6.93647,1.82114,13.3425,
1,1x1,1,be,DTW,128,keyWidth,0.120425,0.031617,0.231641,
1,1x1,1,be,Standard,256,pixel,9.90236,1.82114,13.3425,
1,1x1,1,be,Standard,256,keyWidth,0.171916,0.031617,0.231641,
1,1x1,1,be,DTW,256,pixel,6.90621,1.82114,13.3425,
1,1x1,1,be,DTW,256,keyWidth,0.119899,0.031617,0.231641,
1,1x1,1,getting,Standard,16,pixel,20.5541,25.0799,34.4617,
1,1x1,1,getting,Standard,16,keyWidth,0.356843,0.435415,0.598293,
1,1x1,1,getting,DTW,16,pixel,20.5302,25.0799,34.4617,
1,1x1,1,getting,DTW,16,keyWidth,0.356428,0.435415,0.598293,
1,1x1,1,getting,Standard,32,pixel,20.0289,25.0799,34.4617,
1,1x1,1,getting,Standard,32,keyWidth,0.347724,0.435415,0.598293,
1,1x1,1,getting,DTW,32,pixel,14.4796,25.0799,34.4617,
1,1x1,1,getting,DTW,32,keyWidth,0.251383,0.435415,0.598293,
1,1x1,1,getting,Standard,64,pixel,19.8118,25.0799,34.4617,
1,1x1,1,getting,Standard,64,keyWidth,0.343955,0.435415,0.598293,
1,1x1,1,getting,DTW,64,pixel,12.4395,25.0799,34.4617,
1,1x1,1,getting,DTW,64,keyWidth,0.215964,0.435415,0.598293,
1,1x1,1,getting,Standard,128,pixel,19.7332,25.0799,34.4617,
1,1x1,1,getting,Standard,128,keyWidth,0.342591,0.435415,0.598293,
1,1x1,1,getting,DTW,128,pixel,11.6431,25.0799,34.4617,
1,1x1,1,getting,DTW,128,keyWidth,0.202137,0.435415,0.598293,
1,1x1,1,getting,Standard,256,pixel,19.6876,25.0799,34.4617,
1,1x1,1,getting,Standard,256,keyWidth,0.341798,0.435415,0.598293,
1,1x1,1,getting,DTW,256,pixel,11.3346,25.0799,34.4617,
1,1x1,1,getting,DTW,256,keyWidth,0.196782,0.435415,0.598293,
1,1x1,1,old,Standard,16,pixel,30.2943,56.0925,27.06,
1,1x1,1,old,Standard,16,keyWidth,0.525943,0.973829,0.469791,
1,1x1,1,old,DTW,16,pixel,27.8095,56.0925,27.06,
1,1x1,1,old,DTW,16,keyWidth,0.482805,0.973829,0.469791,
1,1x1,1,old,Standard,32,pixel,30.0153,56.0925,27.06,
1,1x1,1,old,Standard,32,keyWidth,0.521099,0.973829,0.469791,
1,1x1,1,old,DTW,32,pixel,26.1792,56.0925,27.06,
1,1x1,1,old,DTW,32,keyWidth,0.4545,0.973829,0.469791,
1,1x1,1,old,Standard,64,pixel,29.7903,56.0925,27.06,
1,1x1,1,old,Standard,64,keyWidth,0.517193,0.973829,0.469791,
1,1x1,1,old,DTW,64,pixel,25.4352,56.0925,27.06,
1,1x1,1,old,DTW,64,keyWidth,0.441584,0.973829,0.469791,
1,1x1,1,old,Standard,128,pixel,29.6898,56.0925,27.06,
1,1x1,1,old,Standard,128,keyWidth,0.515447,0.973829,0.469791,
1,1x1,1,old,DTW,128,pixel,25.2004,56.0925,27.06,
1,1x1,1,old,DTW,128,keyWidth,0.437508,0.973829,0.469791,
1,1x1,1,old,Standard,256,pixel,29.6443,56.0925,27.06,
1,1x1,1,old,Standard,256,keyWidth,0.514658,0.973829,0.469791,
1,1x1,1,old,DTW,256,pixel,25.1042,56.0925,27.06,
1,1x1,1,old,DTW,256,keyWidth,0.435837,0.973829,0.469791,
1,1x1,1,the,Standard,16,pixel,21.9433,13.447,27.23,
1,1x1,1,the,Standard,16,keyWidth,0.380961,0.233454,0.472744,
1,1x1,1,the,DTW,16,pixel,21.2188,13.447,27.23,
1,1x1,1,the,DTW,16,keyWidth,0.368381,0.233454,0.472744,
1,1x1,1,the,Standard,32,pixel,21.9923,13.447,27.23,
1,1x1,1,the,Standard,32,keyWidth,0.38181,0.233454,0.472744,
1,1x1,1,the,DTW,32,pixel,20.0223,13.447,27.23,
1,1x1,1,the,DTW,32,keyWidth,0.347609,0.233454,0.472744,
1,1x1,1,the,Standard,64,pixel,22.0335,13.447,27.23,
1,1x1,1,the,Standard,64,keyWidth,0.382526,0.233454,0.472744,
1,1x1,1,the,DTW,64,pixel,19.3914,13.447,27.23,
1,1x1,1,the,DTW,64,keyWidth,0.336656,0.233454,0.472744,
1,1x1,1,the,Standard,128,pixel,22.055,13.447,27.23,
1,1x1,1,the,Standard,128,keyWidth,0.3829,0.233454,0.472744,
1,1x1,1,the,DTW,128,pixel,19.3436,13.447,27.23,
1,1x1,1,the,DTW,128,keyWidth,0.335827,0.233454,0.472744,
1,1x1,1,the,Standard,256,pixel,22.065,13.447,27.23,
1,1x1,1,the,Standard,256,keyWidth,0.383074,0.233454,0.472744,
1,1x1,1,the,DTW,256,pixel,19.2571,13.447,27.23,
1,1x1,1,the,DTW,256,keyWidth,0.334325,0.233454,0.472744,
1,1x1,1,five,Standard,16,pixel,25.6264,20.1137,29.2622,
1,1x1,1,five,Standard,16,keyWidth,0.444904,0.349196,0.508024,
1,1x1,1,five,DTW,16,pixel,23.1512,20.1137,29.2622,
1,1x1,1,five,DTW,16,keyWidth,0.40193,0.349196,0.508024,
1,1x1,1,five,Standard,32,pixel,25.8496,20.1137,29.2622,
1,1x1,1,five,Standard,32,keyWidth,0.448777,0.349196,0.508024,
1,1x1,1,five,DTW,32,pixel,15.5078,20.1137,29.2622,
1,1x1,1,five,DTW,32,keyWidth,0.269232,0.349196,0.508024,
1,1x1,1,five,Standard,64,pixel,25.9114,20.1137,29.2622,
1,1x1,1,five,Standard,64,keyWidth,0.449851,0.349196,0.508024,
1,1x1,1,five,DTW,64,pixel,15.2099,20.1137,29.2622,
1,1x1,1,five,DTW,64,keyWidth,0.264061,0.349196,0.508024,
1,1x1,1,five,Standard,128,pixel,25.9373,20.1137,29.2622,
1,1x1,1,five,Standard,128,keyWidth,0.450301,0.349196,0.508024,
1,1x1,1,five,DTW,128,pixel,14.5307,20.1137,29.2622,
1,1x1,1,five,DTW,128,keyWidth,0.252269,0.349196,0.508024,
1,1x1,1,five,Standard,256,pixel,25.9418,20.1137,29.2622,
1,1x1,1,five,Standard,256,keyWidth,0.450378,0.349196,0.508024,
1,1x1,1,five,DTW,256,pixel,14.3993,20.1137,29.2622,
1,1x1,1,five,DTW,256,keyWidth,0.249988,0.349196,0.508024,
1,1x1,1,boxing,Standard,16,pixel,37.1288,39.9469,25.0795,
1,1x1,1,boxing,Standard,16,keyWidth,0.644598,0.693522,0.435409,
1,1x1,1,boxing,DTW,16,pixel,36.606,39.9469,25.0795,
1,1x1,1,boxing,DTW,16,keyWidth,0.635521,0.693522,0.435409,
1,1x1,1,boxing,Standard,32,pixel,36.6227,39.9469,25.0795,
1,1x1,1,boxing,Standard,32,keyWidth,0.635811,0.693522,0.435409,
1,1x1,1,boxing,DTW,32,pixel,21.788,39.9469,25.0795,
1,1x1,1,boxing,DTW,32,keyWidth,0.378263,0.693522,0.435409,
1,1x1,1,boxing,Standard,64,pixel,36.6969,39.9469,25.0795,
1,1x1,1,boxing,Standard,64,keyWidth,0.637099,0.693522,0.435409,
1,1x1,1,boxing,DTW,64,pixel,20.1701,39.9469,25.0795,
1,1x1,1,boxing,DTW,64,keyWidth,0.350175,0.693522,0.435409,
1,1x1,1,boxing,Standard,128,pixel,36.6817,39.9469,25.0795,
1,1x1,1,boxing,Standard,128,keyWidth,0.636834,0.693522,0.435409,
1,1x1,1,boxing,DTW,128,pixel,19.0879,39.9469,25.0795,
1,1x1,1,boxing,DTW,128,keyWidth,0.331387,0.693522,0.435409,
1,1x1,1,boxing,Standard,256,pixel,36.6987,39.9469,25.0795,
1,1x1,1,boxing,Standard,256,keyWidth,0.63713,0.693522,0.435409,
1,1x1,1,boxing,DTW,256,pixel,18.5058,39.9469,25.0795,
1,1x1,1,boxing,DTW,256,keyWidth,0.321281,0.693522,0.435409,
1,1x1,1,wizards,Standard,16,pixel,65.1693,51.8621,26.7926,
1,1x1,1,wizards,Standard,16,keyWidth,1.13141,0.900384,0.465149,
1,1x1,1,wizards,DTW,16,pixel,29.3909,51.8621,26.7926,
1,1x1,1,wizards,DTW,16,keyWidth,0.510259,0.900384,0.465149,
1,1x1,1,wizards,Standard,32,pixel,66.2412,51.8621,26.7926,
1,1x1,1,wizards,Standard,32,keyWidth,1.15002,0.900384,0.465149,
1,1x1,1,wizards,DTW,32,pixel,21.5207,51.8621,26.7926,
1,1x1,1,wizards,DTW,32,keyWidth,0.373622,0.900384,0.465149,
1,1x1,1,wizards,Standard,64,pixel,66.8376,51.8621,26.7926,
1,1x1,1,wizards,Standard,64,keyWidth,1.16038,0.900384,0.465149,
1,1x1,1,wizards,DTW,64,pixel,19.4587,51.8621,26.7926,
1,1x1,1,wizards,DTW,64,keyWidth,0.337825,0.900384,0.465149,
1,1x1,1,wizards,Standard,128,pixel,67.0409,51.8621,26.7926,
1,1x1,1,wizards,Standard,128,keyWidth,1.1639,0.900384,0.465149,
1,1x1,1,wizards,DTW,128,pixel,18.2695,51.8621,26.7926,
1,1x1,1,wizards,DTW,128,keyWidth,0.317178,0.900384,0.465149,
1,1x1,1,wizards,Standard,256,pixel,67.1475,51.8621,26.7926,
1,1x1,1,wizards,Standard,256,keyWidth,1.16576,0.900384,0.465149,
1,1x1,1,wizards,DTW,256,pixel,17.9215,51.8621,26.7926,
1,1x1,1,wizards,DTW,256,keyWidth,0.311137,0.900384,0.465149,
1,1x1,1,jump,Standard,16,pixel,38.2279,40.4109,22.1541,
1,1x1,1,jump,Standard,16,keyWidth,0.663679,0.701578,0.384621,
1,1x1,1,jump,DTW,16,pixel,25.1483,40.4109,22.1541,
1,1x1,1,jump,DTW,16,keyWidth,0.436602,0.701578,0.384621,
1,1x1,1,jump,Standard,32,pixel,38.8066,40.4109,22.1541,
1,1x1,1,jump,Standard,32,keyWidth,0.673726,0.701578,0.384621,
1,1x1,1,jump,DTW,32,pixel,22.82,40.4109,22.1541,
1,1x1,1,jump,DTW,32,keyWidth,0.396181,0.701578,0.384621,
1,1x1,1,jump,Standard,64,pixel,38.9827,40.4109,22.1541,
1,1x1,1,jump,Standard,64,keyWidth,0.676784,0.701578,0.384621,
